Product Name,Category,Product Image File - 1,Product Image File - 2,Product Description,Cost Price
"12pairs - 3""l Stainless Steel Metal Hoop Pin Catch Earrings",DZ PACKED;EARRINGS/,images/20200710/PKE3332-@GS@3L@482542@675@05.jpg,images/20200710/des_img/PKE3332-@GS@3L@482542@675@05@1.jpg,"Style No : 482542 Color : Gold, Rhodium  Size : 3"" L (80mm) Pin Catch 12Pairs - 3""L Stainless Steel Metal Hoop Pin Catch Earrings",6.75
Turquoise Accented Pearl Crystal Ring Bracelet Hand Chain,JEWELRY;BODY JEWELRY/HAND CHAIN,images/20150305/PLB0927-R-WH-114H-Str-12H-Str-412L-263149-725-0.2.jpg,images/20150305/des_img/PLB0927-R-WH-114H-Str-12H-Str-412L-263149-725-0.2-1.jpg,"Style No : 263149 Color : White, Rhodium  Turquoise Accented Pearl Crystal Ring Bracelet Hand Chain Bracelet : 1 1/4"" H , Stretchable Ring: 1/2"" H, Stretchable Connected Chain : 4 1/2"" L",7.25
Turquoise Accented Pearl Crystal Ring Bracelet Hand Chain,JEWELRY;BODY JEWELRY/HAND CHAIN,images/20150305/PLB0927-G-CR-114H-Str-12H-Str-412L-263142-725-0.2.jpg,images/20150305/des_img/PLB0927-G-CR-114H-Str-12H-Str-412L-263142-725-0.2-1.jpg,"Style No : 263142 Color : Turquoise Theme : Pearl  Turquoise Accented Pearl Crystal Ring Bracelet Hand Chain Bracelet : 1 1/4"" H , Stretchable Ring: 1/2"" H, Stretchable Connected Chain : 4 1/2"" L",7.25
Tasseled Adjustable Arm Bracelet,JEWELRY;BRACELET/FASHION,images/20150205/FB023-GL-COR-114H-7L-Adj-260484-425-0.15.jpg,images/20150205/des_img/FB023-GL-COR-114H-7L-Adj-260484-425-0.15-1.jpg,"Style No : 260484 Color : Pink, Gray, Coral, Gold Theme : Tassel  Size : 1 1/4"" H, 7"" L Tasseled Adjustable Arm Bracelet",4.25
Two Tone Metal Turtle Pendant Set,JEWELRY;PENDANT SET/,images/20200710/P0026-@TT@225X275-12L@482464@375@02.jpg,,"Style No : 482464 Color : Two Tone Theme : Animal, Sea Life, Turtle  Pendant Size : 2.25"" x 2.75"" Earring Size : 1.2"" L Lead and Nickel Compliant Two Tone Metal Turtle Pendant Set",3.75
Two Tone Metal Starfish Pendant Set,JEWELRY;PENDANT SET/,images/20200710/P0027-@TT@25X3-125L@482465@375@02.jpg,,"Style No : 482465 Color : Two Tone Theme : Sea Life, Starfish  Pendant Size : 2.5"" x 3"" Earring Size : 1.25"" L Lead and Nickel Compliant Two Tone Metal Starfish Pendant Set",3.75
Two Tone Metal Butterfly Pendant Set,JEWELRY;PENDANT SET/,images/20200610/P0024-@TT@275X24-1L@481247@375@02.jpg,,"Style No : 481247 Color : Two Tone Theme : Bug, Butterfly  Pendant Size : 2.75"" x 2.4"" Earring Size : 1"" L Lead and Nickel Compliant Two Tone Metal Butterfly Pendant Set",3.75
Two Tone Metal Dragonfly Pendant Set,JEWELRY;PENDANT SET/,images/20200710/P0025-@TT@32X18-1L@482463@375@02.jpg,,"Style No : 482463 Color : Two Tone Theme : Bug  Pendant Size : 3.2"" x 1.8"" Earring Size : 1"" L Lead and Nickel Compliant Two Tone Metal Dragonfly Pendant Set",3.75
Two Tone Metal Elephant Pendant Set,JEWELRY;PENDANT SET/,images/20200610/P0023-@TT@3X225-1L@481246@375@02.jpg,,"Style No : 481246 Color : Two Tone Theme : Animal, Elephant  Pendant Size : 3"" x 2.25"" Earring Size : 1"" L Lead and Nickel Compliant Two Tone Metal Elephant Pendant Set",3.75
Dolphin Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200227/P1635-@S@MAG-25X2-12L@477642@375@02.jpg,images/20200227/des_img/P1635-@S@MAG-25X2-12L@477642@375@02@1.jpg,"Style No : 477642 Color : Silver Theme : Animal, Sea Life  Pendant Size : 2.5"" x 2"" Earring Size : 1.2"" L  Magnetic Closure Lead and Nickel Compliant Dolphin Magnetic Pendant Set",3.75
Antique Metal Angel Wing Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200227/P1625-@TT@MAG-125X24-18L@477641@425@02.jpg,images/20200227/des_img/P1625-@TT@MAG-125X24-18L@477641@425@02@1.jpg,"Style No : 477641 Color : Two Tone Theme : Angel & Wings  Pendant Size : 1.25"" x 2.4"" Earring Size : 1.8"" L  Magnetic Closure Lead and Nickel Compliant Antique Metal Angel Wing Magnetic Pendant Set",4.25
Antique Metal Angel Wing Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200227/P1625-@STT@MAG-125X24-18L@477640@425@02.jpg,images/20200227/des_img/P1625-@STT@MAG-125X24-18L@477640@425@02@1.jpg,"Style No : 477640 Color : Antique Silver Theme : Angel & Wings  Pendant Size : 1.25"" x 2.4"" Earring Size : 1.8"" L  Magnetic Closure Lead and Nickel Compliant Antique Metal Angel Wing Magnetic Pendant Set",4.25
Antique Metal Two Tone Tree Of Life Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200227/P1623-@TT@MAG-17X225-14L@477639@425@02.jpg,images/20200227/des_img/P1623-@TT@MAG-17X225-14L@477639@425@02@1.jpg,"Style No : 477639 Color : Two Tone Theme : Tree of Life  Pendant Size : 1.7"" x 2.25"" Earring Size : 1.4"" L  Magnetic Closure Lead and Nickel Compliant Antique Metal Two Tone Tree of Life Magnetic Pendant Set",4.25
"
Embossed Two Tone Metal Magnetic Pendant Set",JEWELRY;PENDANT SET/,images/20200227/P1104-@TT@MAG-15X225-14L@477638@425@02.jpg,images/20200227/des_img/P1104-@TT@MAG-15X225-14L@477638@425@02@1.jpg,"Style No : 477638 Color : Two Tone  Pendant Size : 1.5"" x 2.25"" Earring Size : 1.4"" L  Magnetic Closure Lead and Nickel Compliant Embossed Two Tone Metal Magnetic Pendant Set",4.25
Embossed Metal Elephant Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20190529/P1666-@TT@MAG-24X22-125L@442733@450@02.jpg,images/20190529/des_img/P1666-@TT@MAG-24X22-125L@442733@450@02@1.jpg,"Style No : 442733 Color : Two Tone Theme : Animal, Elephant  Pendant Size : 2.4"" X 2.2""  Earring Size : 1.25"" L Magnetic Closure Lead and Nickel Compliant Embossed Metal Elephant Magnetic Pendant Set",4.50
Embossed Metal Elephant Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20190529/P1666-@AS@MAG-24X22-125L@442734@450@02.jpg,images/20190529/des_img/P1666-@AS@MAG-24X22-125L@442734@450@02@1.jpg,"Style No : 442734 Color : Antique Silver Theme : Animal, Elephant  Pendant Size : 2.4"" X 2.2""  Earring Size : 1.25"" L Magnetic Closure Lead and Nickel Compliant Embossed Metal Elephant Magnetic Pendant Set",4.50
Glass Crystal Teardrop Flower Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20200224/BR06334-@DH-JET@2X3-DUAL@476960@300@02.jpg,images/20200224/des_img/BR06334-@DH-JET@2X3-DUAL@476960@300@02@1.jpg,"Style No : 476960 Color : Jet Black Theme : Flower & Leaf  Size : 2"" x 3""  Dual : Brooch / Pendant Lead and Nickel Compliant Glass Crystal Teardrop Flower Brooch / Pendant",3.00
Glass Crystal Teardrop Flower Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20181023/BR06334-EM-2X3-DUAL-413745-300-02.jpg,images/20181023/des_img/BR06334-EM-2X3-DUAL-413745-300-02-1.jpg,"Style No : 413745 Color : Emerald Theme : Flower & Leaf  Size : 2"" x 3""  Dual : Brooch / Pendant Lead and Nickel Compliant Glass Crystal Teardrop Flower Brooch / Pendant",3.00
Glass Crystal Teardrop Flower Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20140227/BR06334-R-BL-2X3-DU-223752-300-02.jpg,images/20140227/des_img/BR06334-R-BL-2X3-DU-223752-300-02-1.jpg,"Style No : 223752 Color : Blue Theme : Flower & Leaf  Size : 2"" x 3""  Dual : Brooch / Pendant Lead and Nickel Compliant Glass Crystal Teardrop Flower Brooch / Pendant",3.00
Glass Crystal Teardrop Flower Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20140227/BR06334-R-GR-2X3-DU-223759-300-02.jpg,images/20140227/des_img/BR06334-R-GR-2X3-DU-223759-300-02-1.jpg,"Style No : 223759 Color : Green Theme : Flower & Leaf  Size : 2"" x 3""  Dual : Brooch / Pendant Lead and Nickel Compliant Glass Crystal Teardrop Flower Brooch / Pendant",3.00
Glass Crystal Teardrop Flower Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20140822/BR06334-R-R-2X3-DU-243324-300-02.jpg,images/20140822/des_img/BR06334-R-R-2X3-DU-243324-300-02-1.jpg,"Style No : 243324 Color : Red Theme : Flower & Leaf  Size : 2"" x 3""  Dual : Brooch / Pendant Lead and Nickel Compliant Glass Crystal Teardrop Flower Brooch / Pendant",3.00
Glass Crystal Teardrop Flower Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20181023/BR06334-RG-PC-2X3-DUAL-413755-300-02.jpg,images/20181023/des_img/BR06334-RG-PC-2X3-DUAL-413755-300-02-1.jpg,"Style No : 413755 Color : Peach, Rose Gold  Theme : Flower & Leaf  Size : 2"" x 3""  Dual : Brooch / Pendant Lead and Nickel Compliant Glass Crystal Teardrop Flower Brooch / Pendant",3.00
Embossed Metal Abalone Cross Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1689-@AS-AV@MAG-175X25-15L@476435@475@02.jpg,images/20200220/des_img/P1689-@AS-AV@MAG-175X25-15L@476435@475@02@1.jpg,"Style No : 476435 Color : Abalone Theme : Cross, Religious  Pendant Size : 1.75"" X 2.5""  Earring Size : 1.5"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Cross Magnetic Pendant Set",4.75
Embossed Metal Abalone Antique Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1688-@AS-AV@MAG-18X225-15L@476434@475@02.jpg,images/20200220/des_img/P1688-@AS-AV@MAG-18X225-15L@476434@475@02@1.jpg,"Style No : 476434 Color : Abalone  Pendant Size : 1.8"" X 2.25""  Earring Size : 1.5"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Antique Magnetic Pendant Set",4.75
Embossed Metal Abalone Teardrop Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1687-@AS-AV@MAG-15X2-15L@476433@475@02.jpg,images/20200220/des_img/P1687-@AS-AV@MAG-15X2-15L@476433@475@02@1.jpg,"Style No : 476433 Color : Abalone  Pendant Size : 1.5"" X 2""  Earring Size : 1.5"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Teardrop Magnetic Pendant Set",4.75
Embossed Metal Abalone Round Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1686-@AS-AV@MAG-18X18-15L@476432@475@02.jpg,images/20200220/des_img/P1686-@AS-AV@MAG-18X18-15L@476432@475@02@1.jpg,"Style No : 476432 Color : Abalone  Pendant Size : 1.8"" X 1.8""  Earring Size : 1.5"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Round Magnetic Pendant Set",4.75
Embossed Metal Abalone Fish Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1685-@AS-AV@MAG-2X175-125L@476431@475@02.jpg,images/20200220/des_img/P1685-@AS-AV@MAG-2X175-125L@476431@475@02@1.jpg,"Style No : 476431 Color : Abalone Theme : Animal, Sea Life  Pendant Size : 2"" X 1.75""  Earring Size : 1.25"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Fish Magnetic Pendant Set",4.75
Embossed Metal Abalone Crab Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1684-@AS-AV@MAG-25X2-125L@476430@475@02.jpg,images/20200220/des_img/P1684-@AS-AV@MAG-25X2-125L@476430@475@02@1.jpg,"Style No : 476430 Color : Abalone Theme : Animal, Sea Life  Pendant Size : 2.5"" X 2""  Earring Size : 1.25"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Crab Magnetic Pendant Set",4.75
Embossed Metal Abalone Starfish Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1683-@AS-AV@MAG-225X225-15L@476429@475@02.jpg,images/20200220/des_img/P1683-@AS-AV@MAG-225X225-15L@476429@475@02@1.jpg,"Style No : 476429 Color : Abalone Theme : Sea Life, Starfish  Pendant Size : 2.25"" X 2.25""  Earring Size : 1.5"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Starfish Magnetic Pendant Set",4.75
Embossed Metal Abalone Turtle Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20200220/P1682-@AS-AV@MAG-2X225-15L@476428@475@02.jpg,images/20200220/des_img/P1682-@AS-AV@MAG-2X225-15L@476428@475@02@1.jpg,"Style No : 476428 Color : Abalone Theme : Animal, Sea Life, Turtle  Pendant Size : 2"" X 2.25""  Earring Size : 1.5"" L  Magnetic Closure Lead and Nickel Compliant Embossed Metal Abalone Turtle Magnetic Pendant Set",4.75
"
Metal Palm Tree Pendant",JEWELRY;PENDANT SET/,images/20200116/P8205-@0002@1X2@472295@450@01.jpg,,"Style No : 472295 Color : Rhodium Theme : Palm Tree  Size : 1"" X 2"" Lead and Nickel Compliant Metal Palm Tree Pendant",4.50
"
Metal Palm Tree Pendant",JEWELRY;PENDANT SET/,images/20200116/P8205-@0003@1X2@472296@450@01.jpg,,"Style No : 472296 Color : Gold, Rhodium Theme : Palm Tree  Size : 1"" X 2"" Lead and Nickel Compliant Metal Palm Tree Pendant",4.50
"
Bloom Flower Square Pendant ",JEWELRY;PENDANT SET/,images/20200116/P8899-@0003@12X14@472307@450@01.jpg,,"Style No : 472307 Color : Gold, Rhodium Theme : Flower & Leaf  Size : 1.2"" X 1.4"" Lead and Nickel Compliant Bloom Flower Square Pendant",4.50
Metal Flower Pendant,JEWELRY;PENDANT SET/,images/20200116/P5803-@0002@1X175@472292@375@01.jpg,images/20200116/des_img/P5803-@0002@1X175@472292@375@01@1.jpg,"Style No : 472292 Color : Rhodium Theme : Flower & Leaf  Size : 1"" X 1.75"" Metal Flower Pendant",3.75
Abalone Chain Trim Pendant,JEWELRY;PENDANT SET/,images/20200116/P0656-@00BK@2X3@472301@475@015.jpg,,"Style No : 472301 Color : Abalone, Rhodium  Size : 2"" X 3"" Lead and Nickel Compliant Abalone Chain Trim Pendant",4.75
"
Abalone Chain Trim Pendant",JEWELRY;PENDANT SET/,images/20200116/P0655-@00BK@225X275@472300@475@015.jpg,,"Style No : 472300 Color : Abalone, Rhodium  Size : 2.25"" X 2.75"" Lead and Nickel Compliant Abalone Chain Trim Pendant",4.75
"
Textured Metal Starfish Pendant / Pin Brooch",JEWELRY;BROOCH/FASHION,images/20200116/BR5740-@0003@DUAL-2X175@472305@425@015.jpg,images/20200116/des_img/BR5740-@0003@DUAL-2X175@472305@425@015@1.jpg,"Style No : 472305 Color : Gold, Rhodium, Rose Gold  Theme : Starfish  Size : 2"" X 1.75"" Dual : Pin Brooch / Pendant Lead and Nickel Compliant Textured Metal Starfish Pendant / Pin Brooch",4.25
Pineapple Metal Pendant / Pin Brooch,JEWELRY;BROOCH/FASHION,images/20200116/BR3826-@0002@DUAL-125X175@472309@475@015.jpg,images/20200116/des_img/BR3826-@0002@DUAL-125X175@472309@475@015@1.jpg,"Style No : 472309 Color : Rhodium Theme : Fruits/Food  Size : 1.25"" X 1.75"" Dual : Pin Brooch / Pendant Lead and Nickel Compliant Pineapple Metal Pendant / Pin Brooch",4.75
Natural Stone Tribal Embossed Metal Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20191213/P0092-@SB-TQ@MAG-225X3-125L@468067@475@02.jpg,images/20191213/des_img/P0092-@SB-TQ@MAG-225X3-125L@468067@475@02@1.jpg,"Style No : 468067 Color : Silver Burnished, Turquoise Theme : Tribal  Pendant Size : 2.25"" X 3"" Earring Size : 1.25"" L  Magnetic Closure Lead and Nickel Compliant Natural Stone Tribal Embossed Metal Magnetic Pendant Set",4.75
Natural Stone Tribal Embossed Metal Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20191213/P0093-@SB-TQ@MAG-2X275-125L@468068@525@02.jpg,images/20191213/des_img/P0093-@SB-TQ@MAG-2X275-125L@468068@525@02@1.jpg,"Style No : 468068 Color : Silver Burnished, Turquoise Theme : Tribal  Pendant Size : 2"" X 2.75"" Earring Size : 1.25"" L  Magnetic Closure Lead and Nickel Compliant Natural Stone Tribal Embossed Metal Magnetic Pendant Set",5.25
Natural Stone Tribal Embossed Metal Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20191213/P0094-@SB-TQ@MAG-24X3-125L@468069@525@02.jpg,images/20191213/des_img/P0094-@SB-TQ@MAG-24X3-125L@468069@525@02@1.jpg,"Style No : 468069 Color : Silver Burnished, Turquoise Theme : Tribal  Pendant Size : 2.4"" X 3"" Earring Size : 1.25"" L  Magnetic Closure Lead and Nickel Compliant Natural Stone Tribal Embossed Metal Magnetic Pendant Set",5.25
Abalone Whale Tail Magnetic Pendant Set,JEWELRY;PENDANT SET/,images/20191023/P1680-@AS-AV@MAG-27X225-125L@462955@475@02.jpg,images/20191023/des_img/P1680-@AS-AV@MAG-27X225-125L@462955@475@02@1.jpg,"Style No : 462955 Color : Abalone Theme : Animal, Sea Life  Pendant Size : 2.7"" X 2.25"" Earring Size : 1.25"" L  Magnetic Closure Lead and Nickel Compliant Abalone Whale Tail Magnetic Pendant Set",4.75
 Metal Wire Pendant,JEWELRY;PENDANT SET/,images/20191023/P0663-0002-@S@2X35@462907@450@01.jpg,,"Style No : 462907 Color : Red  Size : 2"" X 3.5 Lead and Nickel Compliant  Metal Wire Pendant",4.50
"Christmas Tree Pin Brooch / Pendant 
",JEWELRY;BROOCH/CHRISTMAS,images/20191017/P8492-0002-@SV@08X1@462408@350@01.jpg,images/20191017/des_img/P8492-0002-@SV@08X1@462408@350@01@1.jpg,"Style No : 462408 Color : Silver Theme : Christmas  Size : 0.8"" X 1""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Tree Pin Brooch / Pendant",3.50
"Christmas Tree Pin Brooch / Pendant 
",JEWELRY;BROOCH/CHRISTMAS,images/20191017/P8492-0003-@SV-GD@08X1@462409@350@01.jpg,images/20191017/des_img/P8492-0003-@SV-GD@08X1@462409@350@01@1.jpg,"Style No : 462409 Color : Gold, Silver Theme : Christmas  Size : 0.8"" X 1""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Tree Pin Brooch / Pendant",3.50
Christmas Tree Pin Brooch / Pendant,JEWELRY;BROOCH/CHRISTMAS,images/20191017/P8492-00-@MU@08X1@462410@350@01.jpg,images/20191017/des_img/P8492-00-@MU@08X1@462410@350@01@1.jpg,"Style No : 462410 Color : Multi Theme : Christmas  Size : 0.8"" X 1""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Tree Pin Brooch / Pendant",3.50
Christmas Angel Pin Brooch / Pendant,JEWELRY;BROOCH/CHRISTMAS,images/20191017/BR9853-00-@MU@2X22@462415@475@015.jpg,images/20191017/des_img/BR9853-00-@MU@2X22@462415@475@015@1.jpg,"Style No : 462415 Color : Antique Silver, Multi Theme : Angel & Wings, Christmas  Size : 2"" X 2.2""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Angel Pin Brooch / Pendant",4.75
" 
Christmas Gift Box Pin Brooch / Pendant",JEWELRY;BROOCH/CHRISTMAS,images/20191015/BR9851-0003-@SV-GD@22X24@462195@525@02.jpg,images/20191015/des_img/BR9851-0003-@SV-GD@22X24@462195@525@02@1.jpg,"Style No : 462195 Color : Gold, Silver Theme : Christmas  Size : 2.2"" X 2.4""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant  Christmas Gift Box Pin Brooch / Pendant",5.25
Christmas Gift Box Pin Brooch / Pendant,JEWELRY;BROOCH/CHRISTMAS,images/20191015/BR9851-00-@MU@22X24@462196@525@02.jpg,images/20191015/des_img/BR9851-00-@MU@22X24@462196@525@02@1.jpg,"Style No : 462196 Color : Multi Theme : Christmas  Size : 2.2"" X 2.4""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Gift Box Pin Brooch / Pendant",5.25
Christmas Tree Snowman Pin Brooch /pendant ,JEWELRY;BROOCH/CHRISTMAS,images/20191017/BR9043-0002-@SV-GD@14X22@462418@475@015.jpg,images/20191017/des_img/BR9043-0002-@SV-GD@14X22@462418@475@015@1.jpg,"Style No : 462418 Color : Gold, Silver Theme : Christmas  Size : 1.4"" X 2.2""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Tree Snowman Pin Brooch /Pendant",4.75
Christmas Tree Snowman Pin Brooch /pendant,JEWELRY;BROOCH/CHRISTMAS,images/20191017/BR9043-00-@MU@14X22@462420@475@015.jpg,images/20191017/des_img/BR9043-00-@MU@14X22@462420@475@015@1.jpg,"Style No : 462420 Color : Multi Theme : Christmas  Size : 1.4"" X 2.2""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Tree Snowman Pin Brooch /Pendant",4.75
Christmas Santa Face Pin Brooch / Pendant,JEWELRY;BROOCH/CHRISTMAS,images/20191015/BR3230-0003-@GD-SV@225X31@462189@525@02.jpg,images/20191015/des_img/BR3230-0003-@GD-SV@225X31@462189@525@02@1.jpg,"Style No : 462189 Color : Gold, Silver Theme : Christmas  Size : 2.25"" X 3.1""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Santa Face Pin Brooch / Pendant",5.25
Christmas Santa Face Pin Brooch / Pendant,JEWELRY;BROOCH/CHRISTMAS,images/20191015/BR3230-00-@MU@225X31@462190@525@02.jpg,images/20191015/des_img/BR3230-00-@MU@225X31@462190@525@02@1.jpg,"Style No : 462190 Color : Multi Theme : Christmas  Size : 2.25"" X 3.1""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Santa Face Pin Brooch / Pendant",5.25
Christmas Flowers Poinsettia Pin Brooch / Pendant,JEWELRY;BROOCH/CHRISTMAS,images/20191015/BR9039-0003-@GD-SV@22X23@462200@475@015.jpg,images/20191015/des_img/BR9039-0003-@GD-SV@22X23@462200@475@015@1.jpg,"Style No : 462200 Color : Gold, Silver Theme : Christmas, Flower & Leaf  Size : 2.2"" X 2.3""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Flowers Poinsettia Pin Brooch / Pendant",4.75
"
Christmas Flowers Poinsettia Pin Brooch / Pendant",JEWELRY;BROOCH/CHRISTMAS,images/20191015/BR8403-0001-@GD-MU@24X2@462191@475@015.jpg,images/20191015/des_img/BR8403-0001-@GD-MU@24X2@462191@475@015@1.jpg,"Style No : 462191 Color : Gold, Multi Theme : Christmas, Flower & Leaf  Size : 2.4"" X 2""  Dual : Pin Brooch / Pendant Lead and Nickel Compliant Christmas Flowers Poinsettia Pin Brooch / Pendant",4.75
"Metal Cat Brooch / Pendant
",JEWELRY;PENDANT SET/,images/20191004/P4181-0002-@S@2X1@461358@475@01.jpg,images/20191004/des_img/P4181-0002-@S@2X1@461358@475@01@1.jpg,"Style No : 461358 Color : Silver Theme : Animal  Size : 2"" X 1"" Dual : Brooch / Pendant Lead and Nickel Compliant Metal Cat Brooch / Pendant",4.75
Rhinestone Pave Metal Butterfly Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190923/P3148-0003-@SV@DUAL-175X16@459608@525@01.jpg,images/20190923/des_img/P3148-0003-@SV@DUAL-175X16@459608@525@01@1.jpg,"Style No : 459608 Color : Silver Theme : Butterfly  Size : 1.75"" X 1.6""  Dual : Brooch / Pendant Lead and Nickel Compliant Rhinestone Pave Metal Butterfly Brooch / Pendant",5.25
Rhinestone Pave Metal Butterfly Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190923/P3148-0003-@SV-GD@DUAL-175X16@459609@525@01.jpg,images/20190923/des_img/P3148-0003-@SV-GD@DUAL-175X16@459609@525@01@1.jpg,"Style No : 459609 Color : Gold, Silver Theme : Butterfly  Size : 1.75"" X 1.6""  Dual : Brooch / Pendant Lead and Nickel Compliant Rhinestone Pave Metal Butterfly Brooch / Pendant",5.25
Metal Butterfly Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190720/P7417-0003-@SV-GD@DUAL-2X15@448526@525@01.jpg,images/20190720/des_img/P7417-0003-@SV-GD@DUAL-2X15@448526@525@01@1.jpg,"Style No : 448526 Color : Gold, Silver Theme : Bug, Butterfly  Dual : Brooch / Pendant Size : 2"" X 1.5""  Lead and Nickel Compliant Metal Butterfly Brooch / Pendant",5.25
Metal Turtle Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190720/P4488-0003-@SV-GD@DUAL-175X175@448527@475@01.jpg,images/20190720/des_img/P4488-0003-@SV-GD@DUAL-175X175@448527@475@01@1.jpg,"Style No : 448527 Color : Gold, Silver Theme : Animal, Reptile, Sea Life, Turtle  Dual : Brooch / Pendant Size : 1.75"" X 1.75"" Lead and Nickel Compliant Metal Turtle Brooch / Pendant",4.75
Floral Cut Out Metal Magnetic Pendant,JEWELRY;PENDANT SET/,images/20190720/P2001-0003-@SV-GD@MAG-175X275@448530@525@01.jpg,images/20190720/des_img/P2001-0003-@SV-GD@MAG-175X275@448530@525@01@1.jpg,"Style No : 448530 Color : Gold, Silver Theme : Flower & Leaf  Size : 1.75"" X 2.75""  Magnetic Closure Lead and Nickel Compliant Floral Cut Out Metal Magnetic Pendant",5.25
Turtle Crystal Rhinestone Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190715/BR1342-@PK-GN@DUAL-25X35@447853@525@02.jpg,images/20190715/des_img/BR1342-@PK-GN@DUAL-25X35@447853@525@02@1.jpg,"Style No : 447853 Color : Gold, Pink&Green Theme : Animal, Sea Life, Turtle  Size : 2.5"" X 3.5"" Dual : Brooch / Pendant Lead and Nickel Compliant Turtle Crystal Rhinestone Brooch / Pendant",5.25
Turtle Crystal Rhinestone Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190715/BR1342-@BD@DUAL-25X35@447856@525@02.jpg,images/20190715/des_img/BR1342-@BD@DUAL-25X35@447856@525@02@1.jpg,"Style No : 447856 Color : Black Diamond, Rhodium Theme : Animal, Sea Life, Turtle  Size : 2.5"" X 3.5"" Dual : Brooch / Pendant Lead and Nickel Compliant Turtle Crystal Rhinestone Brooch / Pendant",5.25
Crystal Rhinestone Dragonfly Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190715/BR1345-@S-CLE-AB@DUAL-37X275@447861@450@02.jpg,images/20190715/des_img/BR1345-@S-CLE-AB@DUAL-37X275@447861@450@02@1.jpg,"Style No : 447861 Color : AB, Clear, Silver Theme : Bug  Size : 3.7"" X 2.75""  Dual : Brooch / Pendant Lead and Nickel Compliant Crystal Rhinestone Dragonfly Brooch / Pendant",4.50
Crystal Rhinestone Dragonfly Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190715/BR1345-@G-CLE-AB@DUAL-37X275@447862@450@02.jpg,images/20190715/des_img/BR1345-@G-CLE-AB@DUAL-37X275@447862@450@02@1.jpg,"Style No : 447862 Color : Clear, Gold Theme : Bug  Size : 3.7"" X 2.75""  Dual : Brooch / Pendant Lead and Nickel Compliant Crystal Rhinestone Dragonfly Brooch / Pendant",4.50
Crystal Rhinestone Dragonfly Brooch / Pendant,JEWELRY;BROOCH/FASHION,images/20190715/BR1345-@BRN@DUAL-37X275@447865@450@02.jpg,images/20190715/des_img/BR1345-@BRN@DUAL-37X275@447865@450@02@1.jpg,"Style No : 447865 Color : Brown Theme : Bug  Size : 3.7"" X 2.75""  Dual : Brooch / Pendant Lead and Nickel Compliant Crystal Rhinestone Dragonfly Brooch / Pendant",4.50
